,Location Type,Name,Latitude,Longitude,UTM Grid,Map,Notes,References,Links
30,Fire (Support)(Support Patrol) Base,Triem Trung (2),15.88921,108.2924,BT10565822,6640-1,"USMC arty complex between Dien Ban and Hoi An. Pad was LZ 411. Triem Trung (2) hamlet, Cam Ha village. A/1/11th Marines(105mm)(T) cantonment 10Apr67. Also 105582. Named in 4/11th CC Sep67.",1/11 Marines CC,
31,Fire (Support)(Support Patrol) Base,Triem Trung (2),15.88939,108.29258,BT10585824,6640-1,"A/1/11th Marines (105mm)(T) cantonment 10Apr, 29Jun67. Op Calhoun. Also 104583.","584, 1/11, 11 Marines CC/AAR",
32,Fire (Support)(Support Patrol) Base,Triem Trung (2),15.889,108.2928,BT106582,6640-1,"LZ 411. A/1/11th Marines (105mm)(T) Aug, Sep66, D/2/11th Marines (6X 105mm)/(2X 155mm)(T) 3-31Oct67.","1/11, 2/11 Marines CC",
33,Fire (Support)(Support Patrol) Base,Triem Trung (2),15.8899,108.2928,BT106583,6640-1,D-/2/11th Marines (105mm)(T) 3Oct67. Also 106584.,"584, 699, 2/11 Marines CC",
34,Fire (Support)(Support Patrol) Base,Triem Trung (2),15.89021,108.29313,BT10645833,6640-1,"Ax/1/11th Marines (155mm)(T), 1st AAC (-)(105mm)(SP), 10635832, 10Apr67. Op Canyon. Also 107582, (May, Jun. Dec67).","699, 1/11, 11 Marines CC",
35,Fire (Support)(Support Patrol) Base,Triem Trung (2),15.8899,108.2937,BT107583,6640-1,A/1/11th Marines (105mm)(T) CP 10Apr67. Op Canyon. L/4/11th (155mm)(SP) cantonment Aug67. Also 107582.,"211, 601, 1/11 Marines CC",
36,Fire (Support)(Support Patrol) Base,Triem Trung (2),15.8909,108.2937,BT107584,6640-1,"3rd 8"" HB (-)(SP) 25Oct67. Op Knox. Also ROKMC Arty.",11 Marines CC,
37,Fire (Support)(Support Patrol) Base,Triem Trung (2),15.88959,108.29417,BT10755826,6640-1,Prov-/2/11th Marines (155mm)(T) 2May67. Op Union.,2/11 Marines CC,
38,Position,Triem Trung (2),15.8836,108.2947,BT108576,6640-1,2nd CAG Hq 30Sep69. vic Hoi An.,601,
39,Fire (Support)(Support Patrol) Base,Triem Trung (2),15.8909,108.2946,BT108584,6640-1,4/11th Marines (155mm)(SP) cantonment starting May67. Also 108583.,"4/11, 11 Marines CC",
40,Position,Triem Trung (2),15.8828,108.2966,BT110575,6640-1,"ARVN 51 Rgt Hq May, Dec66.",584,
41,Fire (Support)(Support Patrol) Base,Triem Trung (2),15.8882,108.2965,BT110581,6640-1,"Elements of 1st AAC (105mm)(SP) Sep68, Feb69 (110582).","734, 1 AAC CC",
42,Position,Trieu Hoa,16.8189,107.1966,YD345605,6442-4,"VNMC Bn enclave 5Dec66. Trieu Hoa village northeast of Ai Tu CB. Likely a propagated typo for 245605, Dong Ha.",584,
43,Position,Trieu Phong District Hq,16.7848,107.1746,YD322567,6442-4,Quang Tri Province. I Corps.,421,
44,Position,Trieu Phong District Hq,16.7757,107.1835,YD329559,6442-4,Quang Tri Province. 1969 L7014 chart depiction.,,
45,Heliport/pad,Trieu Phuong Heliport,16.7585,107.1912,YD340538,6442-4,"VH1-693, 33' msl. Also 340538. vic Quang Tri Citadel.",TAD 15Nov67,
46,Landing Zone,Trigger,14.3615,108.8115,BR645885,6737-1,"A,B/1/8th Cav 15Mar66. Op Jim Bowie.",AD829472,
47,Landing Zone,Trigger,13.9919,109.0132,BR859474,6836-4,"D Co AT Plt., Recon/1/8th Cav 18Dec65. Op Scalping Mustang.",1/8 Cav AAR,
48,Landing Zone,Trigger,13.9904,109.0155,BR862471,6836-4,RRF/1/8th Cav 18Dec65. Big fight. Also 860472.,1/8 Cav DSJ,
49,BR,Triple Culvert Bridge,15.7152,108.272,BT081390,6640-2,Between FSBs Baldy and Ross on Rte 535.,AD508671,
50,,Triple Hill,16.4556,107.1798,YD331203,6441-4,Ridgeline containing three hillocks about 1.5km NW of FSB Ripcord.,218,
51,Landing Zone,Tripler,10.9249,106.1739,XT287076,6230-4,"aka Obj 2. A,C/1/27th Inf 8Jul66. Op Ewa.",112,
52,Observation Post,Tripoli,14.828,108.9987,BS851399,6838-4,Hill 46 (grid) or maybe Hill 163. Squad/2/35th Inf w/106RR and Q-50 21Apr-11May67. Overlooks mouth of the Song Tra Cu.,224,A
53,Observation Post,Tripoli,14.7952,109.0024,BS855363,6838-4,"Hill 70. 4/21st Inf, 11th LIB. Listing is 855353. Another listing at 848355.",,
54,Fire (Support)(Support Patrol) Base,Trish,10.5581,107.2501,YS467677,6430-2,Also FSB Percy. 1 ATF.,,
55,Fire (Support)(Support Patrol) Base,Trish,10.7458,107.305,YS525885,6430-2,"104 FB RAA 5Jun71. Also 523887, 523894.",AWM95 3/8/4,
0,Fire (Support)(Support Patrol) Base,Trish,10.7494,107.3059,YS526889,6430-2,Also FSB Flinders. Also 526892.,,
1,Landing Zone,Triumph,,,,,Name approved for use by XXIV Corps Apr69.,III MAF AO May69,
2,PZ,Trojan,11.0595,106.4133,XT548226,621-2,A-/2/27th Inf Sep67.,269 CAB OPORD 35-67,
3,Fire (Support)(Support Patrol) Base,Trooper,11.2486,108.4969,BN272443,6731-3,aka Camp Blackhawk. Song Mao.,,
4,Fire (Support)(Support Patrol) Base,Trooper,11.2486,108.4987,BN274443,6731-4,aka Camp Blackhawk. Song Mao.,,
5,Fire (Support)(Support Patrol) Base,Trooper,11.2495,108.5005,BN276444,6731-3,C/2/1st Inf 22Apr70. Southeast perimeter.,TF South INTSUM 112 22Apr70,
6,Landing Zone,Trooper,14.3239,109.0433,BR894841,6837-4,Oct68.,,
7,,Tropic Lightning Academy,10.99,106.51,XT6515,6330-4,25th ID incoming orientation center at Cu Chi.,AD512358,
8,,Tropo Hill,14.0186,108.0007,AR765515,6637-3,aka Camp Schmidt. Tropospheric Scatter Radio. Pleiku.,,A
9,,"Troposcatter Site, USAF",16.1217,108.2513,BT065840,6641-2,"USAF Troposcatter Facility. Monkey (Mon Ky) Mountain, Da Nang.",,
10,Landing Zone,Trout,15.4004,108.6977,BT534036,6739-4,"HMM-365 23Jun65. Also 39th EBn CP Apr, Oct70. CLCB.","AD872855, HMM-365 AAR",
11,Landing Zone,Trout,14.5139,109.0699,BS925051,6838-3,"B/2/12th Cav (and later C Co) 27Jan67. Op Bullseye V. Truong Lam (1) hamlet. Hot LZ. Grid is actual LZ from narratives and maps(especially map #11). LZ Trout was intended to be about 600m northwest and wound up not being used.",605,
12,Landing Zone,Trout,15.2838,107.8809,ZB099914,6539-1,1/22nd Inf.,,
13,Landing Zone,Trout,10.3759,106.8765,YS059473,6329-1,"aka Operational Base Shark. A,CP/1/18th Inf 21May66. Op Lexington III. Beach landing zone and assembly area.",AD391481,
14,Landing Zone,Trout,14.3807,107.8692,ZA099914,6537-1,1/22nd Inf ’69.,,
15,Landing Zone,Troy,,,,,A/3/60th Inf (Riv) PZ 14Feb68. Op Coronado XI.,AD392114,
16,Fire (Support)(Support Patrol) Base,Truc Giang,10.24,106.38,XS5232,6229-2,Truc Giang BC. See FSB Ben Tre.,,
17,Artillery Position,Truc Giang AF,10.2632,106.3467,XS479345,6229-1,"ARVN 72 Arty Bn (105mm)(T) CP, 7 ID Mar72. Truc Giang aka Ben Tre.",602,A
18,Airfield,Truc Giang AF,10.2663,106.348,XS480349,6229-1,"VA4-14. aka Ben Tre AF, Kien Hoa AF, Son/Song Dong. 3400' X 98' laterite @ 10' msl. 09/27.",TAD 15Nov67,A
19,Fire (Support)(Support Patrol) Base,Truc Son,16.8816,107.0753,YD215673,6442-4,aka Strongpoint C-1. C/1/40th Arty (105mm)(SP) May68.,"AD394061, AD390026, AD389943",
20,Landing Zone,Truman,13.7625,108.7819,BR607223,6736-1,"4th ID ’70. For Harry S. Truman, 33rd POTUS.",43,
21,Landing Zone,Trung,13.98,108.14,AR9247,6636-4,25th ID.,,
22,Fire (Support)(Support Patrol) Base,Trung,10.8619,107.1239,YT326012,6430-4,"Also Truong, Troung, Trong. 2/3rd Inf, 2/40th Arty (105mm)(T) Jul70.",AD513911,
23,SF,Trung Dung,12.2554,109.0966,BP935552,6833-4,"aka Camp Dien Khanh, Trung Dung, The (Dien Khanh) Citadel. A-502 Feb64-Dec65. 18th century citadel surrounded by a moat. Also930488 (404), 932551 (502 8Apr67). Personal accounts put the compound inside the Citadel.","132, 404, AD390958, AD390961",A
24,SF,Trung Dung,12.2601,109.09876,BP93705571,6833-4,"SF Det A-502 Mar64-31Jan70. Converted to MACV. Also 937557, AD393837, AD391694, AD390958, AD390959.","410, AD507791, AD392458, AD391693",
25,,Trung Hoa Ranger Center,11.04,106.45,XT5921,6231-2,Trung Lap. MACV Team 77. ARVN Ranger training center.,"43, 406",
26,PZ,Trung Lap,11.0268,106.4452,XT583190,6231-2,1/25th ID PZ 16Sep67.,269 CAB OPORD 33-67,
27,Artillery Position,Trung Lap,11.05129,106.44863,XT58662171,6231-2,"A/2/32nd Arty (175mm/8"")(SP) 31May67.",AD386145,
28,Artillery Position,Trung Lap,11.0494,106.449,XT587215,6231-2,"A/2/32nd Arty (175mm/8"")(SP) 5-24Jan67. Op Cedar Falls.","AD393838, AD389969",
29,Artillery Position,Trung Lap,11.0494,106.4499,XT588215,6231-2,265th FA Det (GSR)(OPCON 2/32nd Arty) 18Nov70.,476,
30,Artillery Position,Trung Lap,11.0521,106.4499,XT588218,6231-2,"A-/2/32nd Arty (175mm/8"")(SP) 26Apr71. Raid.",476,
31,Position,Trung Lap,11.034,106.4507,XT589198,6231-2,F/17th Cav base 5Jan67. Op Cedar Falls. Intersection of TL-7A and Rte 237.,579,
32,Artillery Position,Trung Lap,11.053,106.4508,XT589219,6231-2,ARVN 2/A/252 Arty Bn (105mm)(T) 21-27Feb66. Op Mastiff. vic Trung Lap AF.,51,
33,Artillery Position,Trung Lap,11.0494,106.4517,XT590215,6231-2,"A/2/32nd Arty (175mm/8"")(SP) ’71.",AD517628,
34,Artillery Position,Trung Lap,11.0494,106.4526,XT591215,6231-2,"A/2/32nd Arty (175mm/8"")(SP) Oct71.",477,
35,Artillery Position,Trung Lap,11.0512,106.4536,XT592217,6231-2,5/2nd Arty (AW)(SP) ’69. Trung Lap AF.,AD508665,
36,Position,Trung Lap,11.0485,106.4545,XT593214,6231-2,196th LIB CP Jan67. Op Cedar Falls.,579,
37,Position,Trung Lap,11.0494,106.4545,XT593215,6231-2,1/25th ID TAC CP 17May66. Op Wahiawa.,578,
38,Airfield,Trung Lap AF,11.0482,106.4528,XT591214,6231-2,"VA3-157. aka LZ Custer. 1100' X 98' sod @ 40' msl. 03/21. Also 567177, 577177.",TAD 15Nov67,
39,Artillery Position,Trung Lap Ranger Training Center,11.0482,106.4528,XT591214,6231-2,"A/3/13th Arty (155mm)(T)/(8"")(SP) 5Jan67. Op Cedar Falls. Grid is airfield.",579,
40,,Trung Phan Peninsula,15.4,108.82,BT6703,6739-1,"Grid is approximate center-mass, east of Chu Lai. Separated from the mainland by the Sông Mới and Bầu Cả Cải. Some sources implyeverything east of the Trà Bồng and north of the waterway that runs from BS6397 to BS6797, center mass BT6501.",199,
41,Position,Trung Xuan,14.1719,109.1441,CR002672,6837-3,"14Dec67 battle with ARVN 4/41 Rgt, C/1/50th Inf (M), 1/9th Cav elements. NVA 115 KIA. Many listings Truong Xuan.Grid is the RF compound partially overrun during the battalion-sized attack.","693, AD390249, 1 ACD INTSUM",
42,Outpost,Truong Hoa,11.2649,106.1578,XT268452,6231-4,RF. Tay Ninh City. Overrun 17Aug68.,66,
43,Landing Zone,Truong Lap,11.059,106.4739,XT614226,6231-2,aka PB Dong Tien. ARVN/US Aug-Sep69.,,
44,Fire (Support)(Support Patrol) Base,Truong Mit,11.16,106.28,XT4034,6231-2,"1/5th Inf (M), A/7/11th Arty (105mm)(T) starting 14Aug66. Op Oahu.",134,
45,Observation Post,Truong Son (Cadre),15.0477,108.5644,BS386647,6231-2,Collocated with Son Ha District Hq. W of Quang Ngai.,198 LIB DSJ 1Feb71,
46,Artillery Position,Truong-Thinh,12.9874,109.3349,CQ199360,6834-1,C/2/320th (Abn) Arty (105mm)(T) 31Mar-2Apr66. Op Fillmore. Truong-Thinh (1) ville west of Tuy Hoa. Not named in report.,AD394022,
47,Fire (Support)(Support Patrol) Base,Tsingtao/Tsing Tao,16.6786,106.7534,XD874445,6342-2,Hill 832. 3rd MarDiv Apr69.,306,
48,Heliport/pad,Tu Cam Heliport,15.5672,108.3614,BT175225,6640-2,"VH1-694, 164' msl. West of Tam Ky.",TAD 15Nov67,
49,Br,Tu Cau Bridge,15.9475,108.2225,BT031648,6640-4,aka Cooper Bridge. USMC ’69. Guarded by C-/1st TBn May68.,"302, 593",
50,Fire (Support)(Support Patrol) Base,Tu Duc,11.6885,106.0605,XT160920,6232-3,B/1/77th Arty (105mm)(T) 5Mar70.,180,
51,Fire (Support)(Support Patrol) Base,Tu Duc,11.6966,106.0688,XT169929,6232-3,ARVN Arty 10Apr70.,180,
52,Fire (Support)(Support Patrol) Base,Tu Duc,11.693,106.0697,XT170925,6232-3,ARVN 10-23Apr70.,521,
53,Fire (Support)(Support Patrol) Base,Tu Duc,11.6975,106.0696,XT170930,6232-3,B/1/77th Arty (105mm)(T). Also ARVN D/1 Arty 10Apr70.,632,
54,,Tu Duc Drop Zone,,,,,2/503rd Inf (Abn) 6Nov66. Sky Soldier VIII.,AD391484,
0,Artillery Position,Tu Nghia,15.0846,108.8267,BS669685,6739-2,C/39th EBn CP starting 24May67.,39 EBn ORLL Jul67,
1,Artillery Position,Tu Nghia,15.08321,108.83332,BS67616834,6739-2,Prov/4/11th Marines (155mm)(T) 1-2Dec66. Op Quang Tin 122. vic Tu Nghia District Hq. Also 676683.,"541, 4/11 Marines CC",
2,Airfield,Tu Nghia AF,15.1318,108.7137,BS547738,6739-3,"aka Thuan Hoa AF, My Thanh AF. VA1-111. 1500' X 80' laterite @ 100' msl. 10/28. Abandoned as Nov67.",TAD 15Nov67,
3,Position,Tu Nghia District Hq,15.0792,108.8258,BS668679,6739-2,Quang Ngai Province. I Corps. 1st MarDiv Apr66.,678,
4,Position,Tu Nghia District Hq,15.0814,108.8250,BS669685,6739-2,Quang Ngai Province. I Corps. 1969 L7014 chart depiction.,,
5,Landing Zone,Tuba,16.5188,106.9452,YD080270,6342-2,"Hill 400. CP,H/2/9th Marines 28Nov68 Op Dawson River Afton, M/3/3rd Marines CA 21Apr69. 106mm RR. Op Maine Crag.","306, 513, 532, 665, 669",
6,SF,Tuc Trung,11.0856,107.1887,YT395260,6431-3,aka Andersonville. SF Det A-304 Feb-30Nov63. Listing is 395560.,"43, 404",
7,Airfield,Tuc Trung Plantation AF,11.0886,107.2122,YT421263,6431-3,VA3-158. 2900' X 150' grass/clay @ 370' msl. 08/26. 18km NNW of Xuan Loc.,TAD 15Nov67,
8,,Tucker’s Gulch,,,,,Pathway from FLC motor transport area to the beach. Chu Lai. For G. B. Tucker USMC.,43,
9,Fire (Support)(Support Patrol) Base,Tucson,16.1048,108.0834,AT885824,6641-3,"aka Hill 190, OP Hill 190, OP Robin. 1/14th Arty (105mm)(T). USA, USMC. Also 894823.",,
10,Landing Zone,Tucson,15.2765,108.6795,BS513899,6739-4,USMC 26Oct65.,MAG-11 CC,
11,Fire (Support)(Support Patrol) Base,Tucson,10.30,106.48,XS6339,6229-1,"aka FSBs Billars, Villaks. B/3/34th (Riv) Arty (105mm)(T) 10Jun68.",14,
12,Landing Zone,Tuesday,13.0641,109.1748,CQ026446,6835-3,B/2/8th Cav 29Jun66. Op Nathan Hale.,1 ACD AAR,
13,Position,Tugboat COB,15.9824,108.1607,AT966687,6640-4,"USMC, USN. Also 969689. SW Da Nang.",,
14,,Tuk Chup Knoll,10.3804,104.9649,VS966471,5929-1,"aka Million Dollar Knoll, Chau Kim Knoll. Part of Tuc Dup Hill. Battle of Nui Co To 27-29Dec68.",282,A
15,Landing Zone,Tulare,,,,,Name approved for use by XXIV Corps Apr69.,III MAF AO May69,
16,Position,Tulley,14.4651,109.0731,BR928997,6837-4,"A,C/1/5th Cav 3Mar66. Op Black Horse.",507,
17,Fire (Support)(Support Patrol) Base,Tulsa,16.4912,106.6890,XD807237,6341-4,USMC. Lam Son 719. Earlier LZ Paris.,381,
18,Fire (Support)(Support Patrol) Base,Tun Tavern,16.5714,106.9249,YD058328,6342-2,Hill 512. ARVN 3/1 Rgt 4Jun70.,AD515469,
19,Fire (Support)(Support Patrol) Base,Tun Tavern,16.57091,106.92616,YD05943275,6342-2,Hill 512. Reopened by D/2/12th Marines (105mm)(T) Feb69. Op Dawson River South.,2/12 Marines CC,
20,Fire (Support)(Support Patrol) Base,Tun Tavern,16.5714,106.9258,YD059328,6342-2,"Hill 512. L/3/9th Marines initial CA 8Nov., I/3/9th Marines 19Nov68. Op Scotland II Afton. 12th Marines Dec68. Also 058327.","306, 532, 534, 660, 661",
21,Fire (Support)(Support Patrol) Base,Tun Tavern,16.5673,106.9353,YD069323,6342-2,"Hill 613. Apparently reopened 20Jan69 by 101st ABD. Attacked 2Jun70. Don’t know if this is legit, see Hill 512.","532, AD515469",A B C D
22,,Tuna Pass,13.3546,108.5151,BQ313773,6735-4,"Bottleneck on Rte 7B between Cheo Reo and Phu Tuc, west of Tuy Hoa where retreating ARVN divisions from Kontum and Pleikuprovinces were mauled 17Mar75. Chân Đèo Tuna. Also Tu Na, Tô Na Pass. Not on any contemporary chart. Traditional name?",465,
23,Landing Zone,Tunic,14.4015,109.0710,BR925927,6837-4,See LZ Tonic. 1st ACD.,,
24,,Tuning Fork,11.2033,106.7215,XT884387,6331-3,Designator for junction of LTL-1A and 301. A/1 RAR 18Feb66.,45,
25,Position,Tununda,10.5821,107.3293,YS553704,6430-2,1 ATF.,,
26,Position,Tununda,10.5830,107.3312,YS555705,6430-2,3 RAR MS 23Aug-2Sep71. Op Cudlee Creek.,10,
27,Outpost,Tuong Phat,12.2523,109.1809,CP026548,6833-4,USSF/Indig outpost/OP at the giant Buddha in Nha Trang.,,
28,Landing Zone,Turkey,16.0694,108.1344,AT939784,6641-3,1/3rd Marines CP Apr66.,1/3 Marines CC,
29,Landing Zone,Turkey,16.0694,108.1362,AT941784,6641-3,"BLT 2/3rd Marines CP Nov65, 3rd Marines Aug66 (OPORD 338-66).",2/3 Marines CC,
30,Landing Zone,Turkey,16.0614,108.1410,AT946775,6641-3,"HMM-365 28May, 27Jun65. Was LZ Chickadee.",HMM-365 Diary/AAR,
31,Landing Zone,Turkey,12.5888,108.8472,BP666922,6734-2,Feb67.,,
32,Landing Zone,Turkey,16.6536,106.7161,XD834417,6342-3,’68. Also 849417.,,
33,Landing Zone,Turkey,16.6572,106.7167,XD835421,6342-3,Khe Sanh AF.,326,
34,Landing Zone,Turkey,14.4748,107.5982,YB805015,6537-4,A/1/8th Inf 2May69. Op Wayne Grey.,173,
35,Heliport/pad,"Turkey Farm, The",14.0195,107.9871,ZA231516,6537-2,2/5th Cav assembly area 2Aug66. Op Paul Revere II.,17,
36,Heliport/pad,"Turkey Farm, The",14.0204,107.9890,ZA233517,6537-2,1/5th Cav 2Jun66. Op Paul Revere.,140,
37,Heliport/pad,"Turkey Farm, The",14.0303,107.9909,ZA235528,6537-2,C/2/8th Cav 25Mar66. Op Lincoln.,AD833869,
38,Heliport/pad,"Turkey Farm, The",14.0339,107.9910,ZA235532,6537-2,A/1/12th Cav 12Aug66. Also AR764503 (6637-3).,1/12 Cav DSJ,
39,Heliport/pad,"Turkey Farm, The",14.0394,107.9911,ZA235538,6537-2,1st ACD helicopter laager area southeast of Arty Hill in Pleiku.,"204, AD824627",
40,Heliport/pad,"Turkey Farm, The",14.0177,107.9898,ZA234514,6537-2,227/228th AHB laager 11Jan67. Security by B/2/8 Cav. Pleiku.,376,
41,,Turkey Ridge,16.82,106.91,YD0360,6342-1,USMC. 10km W of C-3.,,
42,,Turkey Row,,,,,Row of shanties/dwellings just outside the SE perimeter of Bien Hoa AB.,ADA486935,
43,,Turkey Shoot,Arty displacements of 8” or 175mm assets to fwd positions for less than 24 hours. Sounds like an artillery raid.,AD393838,,,,,
44,Fire (Support)(Support Patrol) Base,Turnage,16.3547,107.0977,YD245090,6441-4,"Hill 1228. Opened 10May69 Op Apache Snow. For Allen H. Turnage, WWII 3rd MarDiv CO. Suspect grid.","43, 306, 379",
45,Fire (Support)(Support Patrol) Base,Turnage,16.3592,107.0978,YD245095,6441-4,Hill 1228. ARVN 2/1 ID. Op Apache Snow. Suspect grid.,,
46,Fire (Support)(Support Patrol) Base,Turnage,16.3546,107.1043,YD252090,6441-4,"Hill 1228, Co A Nong. Opened by E/2/9th Marines, E/2/12th Marines (105mm)(T) 28Feb69. Op Dewey Canyon.","2/12 Marines CC, 9 Marines CC Mar69",
47,Fire (Support)(Support Patrol) Base,Turnage,16.35370,107.10463,YD25240890,6441-4,Hill 1228. E/2/12th Marines (105mm)(T) 28Feb69. Op Dewey Canyon.,735,
48,Fire (Support)(Support Patrol) Base,Turnage,16.3501,107.1052,YD253085,6441-4,Hill 1228. 3rd MarDiv Feb69. Op Dewey Canyon. This position earlier would have been Lower Tiger.,3 EBn CC Feb69,
49,Fire (Support)(Support Patrol) Base,Turnage,16.3547,107.1050,YD253090,6441-4,"Hill 1228. Also FSB Tiger, Tiger Mountain. 101st ABD, USMC (Feb69), ARVN Arty.",2/12 Marines CC,
50,Fire (Support)(Support Patrol) Base,Turnage,16.3555,107.1052,YD253091,6441-4,Hill 1228. ARVN 2/1 ID. Op Apache Snow.,380,A
51,Fire (Support)(Support Patrol) Base,Turnage,16.3491,107.1117,YD260084,6441-4,Hill 1228. Very suspect grid.,303,
52,Fire (Support)(Support Patrol) Base,Turner,10.0049,105.7658,WS843058,6129-2,3/47th Inf (Riv) 2Mar68. Op Tiger Coronado XI.,164,
53,Fire (Support)(Support Patrol) Base,Turner,10.0082,105.7727,WS851061,6129-2,Op Tiger Coronado XI.,164,
54,Fire (Support)(Support Patrol) Base,Turtle,10.8923,106.8964,YT077044,6330-1,B/4/12th Inf 17Mar68.,4/12 Inf DSJ,
55,Fire (Support)(Support Patrol) Base,Turtle,10.89220,106.89806,YT07920440,6330-1,"C/2/40th Arty (105mm)(T), 199th LIB 7Feb68.","AD534568, 2/40 Arty SITREPs",
56,,Turtle Mountain,14.8125,108.9677,BS818382,6738-1,"See Hill 150, Montezuma Mountain, LZ Bronco.",,
57,,Tuthill Mess Hall,10.76707,106.69488,XS85749041,6330-4,"Ovnand BEQ, Saigon. For Charles P. Tuthill KIA 8Oct63, considered first USMC combat casualty of the war.",43,
0,Airfield,Tuttle AF,13.8019,107.867,ZA103273,6536-1,See Oasis Tuttle AF. For Arlen C. Tuttle KIA 5Nov65.,43,A
1,Artillery Position,Tuy An,13.2806,109.2461,CQ105685,6835-1,B/2/320th (Abn) Arty (105mm)(T) 2Apr66. Op Fillmore.,AD394022,
2,Artillery Position,Tuy An,13.2716,109.2554,CQ115675,6835-1,"ROK 10 FA Bn (105mm)(T) CP, 3/26/1 ID CP Mar72.",602,
3,Artillery Position,Tuy An AF,13.2716,109.2517,CQ111675,6835-1,B/1/30th Arty (155mm)(T) 5Sep66. Op Seward. Not named in report.,AD386128,
4,Artillery Position,Tuy An AF,13.2725,109.2517,CQ111676,6835-1,B/2/320th (Abn) Arty (105mm)(T) 22Sep66. Op Seward.,AD386128,
5,Airfield,Tuy An AF,13.2711,109.2519,CQ112675,6835-1,VA2-253. 900' X 63' earth @ 200' msl. 18/36.,TAD 15Nov67,
6,Artillery Position,Tuy An AF,13.2725,109.2527,CQ112676,6835-1,A-/5/27th Arty (105mm)(T) 6Dec66.,AD389457,
7,Position,Tuy An District Hq,13.2838,109.257,CQ107687,6835-1,Phu Yen Province. II Corps. Tuy An aka Phu Tan. 1965 L7014 chart depiction.,,
8,Position,Tuy An District Hq,13.2743,109.2526,CQ112678,6835-1,Phu Yen Province. II Corps. Tuy An aka Phu Tan.,HMM-364 CC Jun66,
9,,Tuy Duc Crossroads,12.24532,107.43635,YU65475455,6433-2,Intersection of QL-14 and Rte 309 near Bu Prang.,501,
10,Position,Tuy Hoa,13.1516,109.2803,CQ141542,6835-2,1/4th ID Hq 8Dec66. Op. Adams. One klick north of Arty Hill.,714,
11,Artillery Position,Tuy Hoa,13.1525,109.2803,CQ141543,6835-2,"A/2/320th (Abn) Arty (105mm)(T) 27Mar66, C/5/27th Arty (105mm)(T) 23Mar67.","AD389462, AD394022",
12,Fire (Support)(Support Patrol) Base,Tuy Hoa,13.1036,109.2883,CQ150489,6835-2,"2-/17th Arty (105mm)(T), 1/8th Cav 26-28Oct65. Op Elise 26. Tuy Hoa North.",587,A
13,Artillery Position,Tuy Hoa,12.9697,109.3967,CQ266340,6834-1,"ROK 30 Arty Bn (105mm)(T) CP Feb, Mar68.","500, 694",
14,Position,Tuy Hoa,12.9716,109.3986,CQ268342,6835-2,ROK 1/28/9 ID CP 30Sep69.,601,
15,Position,Tuy Hoa,12.9716,109.4004,CQ270342,6835-2,ROK 28/9 ID Hq.,414,
16,Position,Tuy Hoa,12.9725,109.4013,CQ271343,6834-1,"ROK 28/9 ID Hq Feb, Mar68, Sep69, 272340, listing 272330, Mar72.","500, 601, 602, 694",
17,Fire (Support)(Support Patrol) Base,Tuy Hoa Airbase,13.0543,109.3298,CQ194434,6835-2,Also Tuy Hoa South. B/1/30th Arty (155mm)(T) 25Nov66.,AD389457,
18,Fire (Support)(Support Patrol) Base,Tuy Hoa Airbase,13.0552,109.3307,CQ195435,6835-2,C/5/27th Arty (105mm)(T) 19Oct66. Also 197433. 39th ARRS (C-130).,"602, AD389451",
